,Raft,Nutrients,Mixing,Spores,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,UninfEggRatio,InfEggRatio,EdChl,TotChl,TP,TN,SizeUninf,SESizeUninf,SizeInf,SESizeInf,C,N,P,CN,CP,NP,Light,SRP,ad320,InfDensity,UninfDensity,TotalDensity,PropJuv,PrevTotal,PrevAdult,InfCount,UninfCount,AdultCount,TotalCount,Trt,LogTotDens,LogUninfDens,LogInfDens,LogTotChl,LogEdChl,InedChl,LogInedChl,PropInedChl,LogTP,LogTN,LogC,LogN,LogP
409,4,Low,No,Spores,25,35,13,48,360,275,94,106,0,0,0.229166667,0.106382979,6.37,9.94,13.36917366,836.4344,1.384,0.035627705,1.424,0.023437861,NA,NA,NA,NA,NA,NA,NA,NA,NA,15067.9236063333,51456.9591156282,66524.8827219614,0.527746319365798,0.226500566251416,0.661971830985915,200,683,142,883,Low No Spores,11.1053313329276,10.8485009918944,9.62032349887164,2.29656702066848,1.85159946958407,3.57,1.27256559579155,0.359154929577465,2.59295158366903,6.7291480953553,NA,NA,NA
410,4,High,No,No,26,35,13,832,1095,488,0,0,0,0,0.612244898,NA,3.69,10.65,44.9951755,NA,1.428,0.05343324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,181945.177546474,181945.177546474,0.453416149068323,0,0,0,2415,832,2415,High No No,12.1114606984103,12.1114606984103,4.3220061323236,2.36555989215543,1.30562645805244,6.96,1.94017947434633,0.653521126760563,3.80655527291169,NA,NA,NA,NA
411,4,Low,Mix,No,27,35,13,1243,1423,263,0,0,0,0,0.239130435,NA,4.93,40.57,17.87435327,NA,1.486,0.019787763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,220669.741214751,220669.741214751,0.485831341754865,0,0,0,2929,1243,2929,Low Mix No,12.3044224791513,12.3044224791513,4.3220061323236,3.70302887721836,1.5953389880546,35.64,3.57346860260261,0.878481636677348,2.88336690722623,NA,NA,NA,NA
412,4,High,Mix,Spores,28,35,13,104,937,425,442,458,6,0,0.614035088,0.18079096,2.22,3.61,28.69755367,NA,1.451428571,0.046569384,1.374,0.030411986,NA,NA,NA,NA,NA,NA,NA,NA,NA,68257.6939366898,110447.880034423,178705.573971113,0.588111298482293,0.381956155143339,0.80952380952381,906,1466,546,2372,High Mix Spores,12.0934948924412,11.6122990147702,11.1310454383666,1.28370777234479,0.797507195884188,1.39,0.3293037471426,0.385041551246537,3.35681188115352,NA,NA,NA,NA
413,4,Low,No,No,29,35,13,1249,871,627,0,0,0,0,0.651162791,NA,4.13,14.78,13.04609305,847.2562,1.424,0.056788105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,206957.930732988,206957.930732988,0.317073170731707,0,0,0,2747,1249,2747,Low No No,12.2402708184189,12.2402708184189,4.3220061323236,2.69327491552006,1.41827740697294,10.65,2.36555989215543,0.720568335588633,2.56848870580286,6.74200312825324,NA,NA,NA
414,4,Low,Mix,Spores,30,35,13,301,957,353,464,337,5,0,0.619047619,0.25,8.41,11.15,9.65374666,NA,1.28,0.022900752,1.324,0.02595723,NA,NA,NA,NA,NA,NA,NA,NA,NA,60723.7321335231,121372.124649015,182095.856782538,0.53537443111295,0.33347124534547,0.606535947712418,806,1611,765,2417,Low Mix Spores,12.1122885130271,11.7066165155006,11.0140898748302,2.41143949790613,2.12942147398486,2.74,1.00795792039998,0.245739910313901,2.26734609492174,NA,NA,NA,NA
415,4,High,No,Spores,31,35,13,93,178,181,78,72,1,0,1.547619048,0.564102564,29.97,131.82,50.95421784,1323.3056,1.256,0.023814095,1.272,0.032276582,NA,NA,NA,NA,NA,NA,NA,NA,NA,11376.2823227816,34053.5073503132,45429.7896730948,0.414593698175788,0.250414593698176,0.456140350877193,151,452,171,603,High No Spores,10.7239233290508,10.4356883121558,9.33928596913852,4.88143735562457,3.40019688132857,101.85,4.62350114267281,0.772644515248066,3.93092754014813,7.18788812761468,NA,NA,NA
416,4,High,Mix,No,32,35,13,1409,658,382,0,0,0,0,1.390243902,NA,3.64,6.61,31.98220652,NA,1.386,0.04676656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,184506.724559551,184506.724559551,0.268681094324214,0,0,0,2449,1409,2449,High Mix No,12.1254411892758,12.1254411892758,4.3220061323236,1.88858365386359,1.29198368164865,2.97,1.08856195281461,0.449319213313162,3.46517970189868,NA,NA,NA,NA
417,1,Low,Mix,Spores,1,40,14,5,129,195,5,14,5,0,1.4,1.2,6.12,8.8,12.78575438,788.4052,1.392,0.053888774,1.372,0.068293484,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808.15083275999,24786.7343324183,26594.8851651782,0.405099150141643,0.0679886685552408,0.5,24,329,10,353,Low Mix Spores,10.1884741892569,10.118063883089,7.50005996267155,2.17475172148416,1.81156209652423,2.68,0.985816794522765,0.304545454545455,2.5483316120865,6.67001217089355,NA,NA,NA
418,1,High,Mix,No,2,40,14,752,1020,431,0,0,0,0,0.34,NA,2.98,3.5,31.26973415,1390.7312,1.38,0.018856181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,165973.178523761,165973.178523761,0.463004993191103,0,0,0,2203,752,2203,High Mix No,12.0195814791259,12.0195814791259,4.3220061323236,1.25276296849537,1.09192330051731,0.52,-0.653926467406664,0.148571428571429,3.44265066967474,7.237584930978,NA,NA,NA
420,1,High,No,No,4,40,14,449,492,467,0,0,0,0,0.047619048,NA,1.29,4.62,33.01282065,1452.0272,1.422,0.016983652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,106078.182188586,106078.182188586,0.349431818181818,0,0,0,1408,449,1408,High No No,11.5719316690416,11.5719316690416,4.3220061323236,1.53039470509365,0.254642218373581,3.33,1.20297230399235,0.720779220779221,3.49689599056358,7.28071592799165,NA,NA,NA
421,1,Low,Mix,No,5,40,14,1052,863,441,0,0,0,0,0.203125,NA,5.33,5.78,10.95188212,753.0946,1.398,0.025725042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,177500.140082606,177500.140082606,0.366298811544991,0,0,0,2356,1052,2356,Low Mix No,12.0867266770951,12.0867266770951,4.3220061323236,1.75440368268429,1.67335123817775,0.45,-0.798507696217771,0.0778546712802768,2.39351132459732,6.6241908507191,NA,NA,NA
422,1,High,Mix,Spores,6,40,14,1197,449,169,322,160,1,0,0.941860465,0.426470588,9.46,10.5,23.18980193,1284.9664,1.378,0.034182517,1.364,0.029933259,NA,NA,NA,NA,NA,NA,NA,NA,NA,36389.0355092949,136741.406727475,173130.442236769,0.265013054830287,0.210182767624021,0.211981566820276,483,1815,1519,2298,High Mix Spores,12.0618005907323,11.8258468790226,10.5020227859762,2.35137525716348,2.24707238306379,1.04,0.0392207131532805,0.099047619047619,3.14371261004942,7.15848784912754,NA,NA,NA
423,1,Low,No,No,7,40,14,631,393,258,0,0,0,0,0.114285714,NA,1.18,1.51,10.57058195,861.3427,1.432,0.026025628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,96585.3903165964,96585.3903165964,0.306552262090484,0,0,0,1282,631,1282,Low No No,11.4781827698042,11.4781827698042,4.3220061323236,0.412109650826833,0.165514438477573,0.33,-1.10866262452161,0.218543046357616,2.35807485513101,6.75849245078826,NA,NA,NA
424,1,High,No,Spores,8,40,14,39,420,374,136,148,14,0,0.3,0.158415842,2.9,10.87,27.14806086,1344.2575,1.318,0.032448249,1.43,0.022949219,NA,NA,NA,NA,NA,NA,NA,NA,NA,22451.2061734366,62757.9018203781,85209.1079938147,0.502210433244916,0.263483642793988,0.777142857142857,298,833,175,1131,High No Spores,11.3528636084397,11.0470397744904,10.019099618829,2.38600670113312,1.06471073699243,7.97,2.07568449280212,0.733210671573137,3.30130562062477,7.20359709499355,NA,NA,NA
426,2,Low,No,Spores,10,40,14,88,106,0,17,11,9,0,1.341463415,0.764705882,38.88,115.62,38.49101954,1324.264785,1.237333333,0.018707438,1.117142857,0.019237152,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.56586717166,14615.8858981433,17403.4517653149,0.506493506493506,0.16017316017316,0.161904761904762,37,194,105,231,Low No Spores,9.76442384284539,9.58986429138693,7.93292404496782,4.75030895165433,3.66047997959224,76.74,4.34042308481881,0.663725998962117,3.6504249553834,7.18861270517258,NA,NA,NA
427,2,High,Mix,Spores,11,40,14,93,217,151,38,77,17,3,1.053763441,0.447368421,16.12,108.98,48.62797056,1323.3056,1.234,0.031559468,1.222,0.035708698,NA,NA,NA,NA,NA,NA,NA,NA,NA,9944.82958017997,34731.5639125982,44676.3934927782,0.495784148397976,0.222596964586847,0.290076335877863,132,461,131,593,High Mix Spores,10.7072005313213,10.4554041753202,9.20480805490997,4.69116437915495,2.78006073707848,92.86,4.53109298259178,0.852082951000183,3.88419889128084,7.18788812761468,NA,NA,NA
428,2,Low,Mix,No,12,40,14,25,24,51,0,0,0,1,1.68,NA,20.31,45.03,29.32691899,776.635,1.276,0.017333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,7533.96180316664,7533.96180316664,0.24,0,0,0,100,25,100,Low Mix No,8.92717631831169,8.92717631831169,4.3220061323236,3.80732893431348,3.01111337559229,24.72,3.20761263258949,0.548967355096602,3.3785058311027,6.65497048452823,NA,NA,NA
429,2,High,No,Spores,13,40,14,55,511,525,48,95,4,2,0.518518519,0.042553191,1.02,2.3,25.40497436,1353.9536,1.374,0.009451631,1.386,0.037481847,NA,NA,NA,NA,NA,NA,NA,NA,NA,11074.923850655,82195.5232725481,93270.447123203,0.489499192245557,0.118739903069467,0.466019417475728,147,1091,103,1238,High No Spores,11.4432585855681,11.3168561181567,9.31243871910234,0.832909122935104,0.0198026272961797,1.28,0.246860077931526,0.556521739130435,3.23494499579504,7.21078418405194,NA,NA,NA
431,2,High,Mix,No,15,40,14,618,468,529,0,0,0,2,1.850877193,NA,12.93,31.8,27.46054059,823.7158,1.324,0.024367556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,121673.483121141,121673.483121141,0.289783281733746,0,0,0,1615,618,1615,High Mix No,11.7090963679804,11.7090963679804,4.3220061323236,3.45946628978613,2.55955019278377,18.87,2.93757335938046,0.593396226415094,3.31275008659907,6.71382556750416,NA,NA,NA
432,2,Low,Mix,Spores,16,40,14,32,407,352,50,149,45,0,1.0625,0.265306122,8.12,34.14,20.48438643,894.337,1.318,0.036325687,1.33,0.032829526,NA,NA,NA,NA,NA,NA,NA,NA,NA,18382.8667997266,59593.6378630481,77976.5046627748,0.53719806763285,0.235748792270531,0.609756097560976,244,791,82,1035,Low Mix Spores,11.2641628380231,10.9953041000913,9.8191743576168,3.53046971736629,2.09433015417359,26.02,3.25886547308436,0.76215582893966,3.01966295839014,6.79608266163729,NA,NA,NA
433,3,Low,No,No,17,40,14,86,197,0,0,0,0,0,1.03030303,NA,37.06,194.1,111.073964,1756.9436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,21321.1119029616,21321.1119029616,0.696113074204947,0,0,0,283,86,283,Low No No,9.96745302996684,9.96745302996684,4.3220061323236,5.26837349017496,3.61253822085721,157.04,5.05650054996821,0.809067490984029,4.71019632174719,7.47133098750113,NA,NA,NA
434,3,High,No,Spores,18,40,14,87,414,368,106,57,2,0,0.264367816,0.037735849,4.24,19.51,27.8017183,1370.6091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12431.036975225,65470.1280695181,77901.1650447431,0.455512572533849,0.159574468085106,0.549222797927461,165,869,193,1034,High No Spores,11.263196187392,11.089349257589,9.42795160622418,2.97092715463502,1.44456326924387,15.27,2.72589011923054,0.782675550999487,3.32509782813899,7.22301051855767,NA,NA,NA
435,3,Low,Mix,No,19,40,14,363,393,0,0,0,0,3,0.359375,NA,5.84,32.55,94.1929307,867.2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,56956.7512319398,56956.7512319398,0.51984126984127,0,0,0,756,363,756,Low Mix No,10.9500475085031,10.9500475085031,4.3220061323236,3.48277736865458,1.76473079684014,26.71,3.28503802712187,0.820583717357911,4.54534513311869,6.76538078686893,NA,NA,NA
438,3,High,No,No,22,40,14,825,1220,912,0,0,0,0,0.027777778,NA,4.15,10.34,26.21057187,1749.6489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,222779.250519638,222779.250519638,0.412580317889753,0,0,0,2957,825,2957,High No No,12.3139366521761,12.3139366521761,4.3220061323236,2.33601986908028,1.42310833424261,6.19,1.8229350866965,0.598646034816248,3.26616283586875,7.46717041821753,NA,NA,NA
439,3,Low,Mix,Spores,23,40,14,8,22,30,5,5,1,3,0.375,0.4,11.26,23.41,14.99320773,766.0835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.735798348331,4520.37708189999,5349.11288024832,0.380281690140845,0.154929577464789,0.384615384615385,11,60,13,71,Low Mix Spores,8.58468600936492,8.4163506945457,6.71990140512197,3.15316328150282,2.42125662271154,12.15,2.49732916978656,0.519008970525417,2.70759728054918,6.64129117163257,NA,NA,NA
440,3,High,Mix,No,24,40,14,145,80,93,0,0,0,0,0.8,NA,47.55,163.98,138.0538926,1873.6588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,23957.9985340699,23957.9985340699,0.251572327044025,0,0,0,318,145,318,High Mix No,10.0840575151038,10.0840575151038,4.3220061323236,5.09974446916803,3.8617817889914,116.43,4.75729023404892,0.71002561287962,4.9276441350087,7.53564837578397,NA,NA,NA
441,4,Low,No,Spores,25,40,14,24,225,200,15,43,7,4,0.541666667,0,3.38,12.38,15.30959838,794.2903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4897.07517205832,33827.4884962182,38724.5636682765,0.521400778210117,0.126459143968872,0.384615384615385,65,449,39,514,Low No Spores,10.5642293977788,10.4290290200659,8.49639340221924,2.51608226725645,1.21787570949493,9,2.19722457733622,0.726978998384491,2.72847997679775,6.67744901155394,NA,NA,NA
442,4,High,No,No,26,40,14,723,727,534,0,0,0,0,0.133333333,NA,1.47,4.68,21.84617276,1278.3785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,149473.802174826,149473.802174826,0.366431451612903,0,0,0,1984,723,1984,High No No,11.9148764201684,11.9148764201684,4.3220061323236,1.54329810992956,0.385262400790645,3.21,1.16627093714192,0.685897435897436,3.08402574647394,7.15334775697322,NA,NA,NA
443,4,Low,Mix,No,27,40,14,1414,762,750,0,0,0,0,0.057142857,NA,18.27,52.36,45.12612709,1167.638208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,220443.722360656,220443.722360656,0.260423786739576,0,0,0,2926,1414,2926,Low Mix No,12.3033977139037,12.3033977139037,4.3220061323236,3.9581429410417,2.90526037038992,34.09,3.52900408614981,0.651069518716578,3.80946139340484,7.06273836198001,NA,NA,NA
444,4,High,Mix,Spores,28,40,14,33,389,234,87,111,8,0,0.878787879,0.195402299,8.05,40.51,39.83990945,1378.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15519.9613145233,49422.7894287732,64942.7507432965,0.580046403712297,0.238979118329466,0.725,206,656,120,862,High Mix Spores,11.0812614029873,10.8081669212677,9.64988230111318,3.7015488572146,2.08567209143047,32.46,3.48000856208645,0.801283633670698,3.68486915987245,7.2287309183243,NA,NA,NA
445,4,Low,No,No,29,40,14,451,323,268,0,0,0,0,0.916666667,NA,1.51,8.08,24.04774676,914.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,78503.8819889964,78503.8819889964,0.309980806142035,0,0,0,1042,451,1042,Low No No,11.2709033546369,11.2709033546369,4.3220061323236,2.089391872533,0.412109650826833,6.57,1.88251383249652,0.813118811881188,3.18004130234972,6.81884318768808,NA,NA,NA
446,4,Low,Mix,Spores,30,40,14,200,635,457,193,124,3,0,0.830769231,0.2625,9.6,88.29,26.9483322,1139.4176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24108.6777701333,97338.786496913,121447.464267046,0.470843672456576,0.198511166253102,0.491094147582697,320,1292,393,1612,Low Mix Spores,11.7072370553902,11.4859528166661,10.0903271281174,4.48062685091349,2.26176309847379,78.69,4.36551608254689,0.891267414203194,3.29392141046788,7.03827253365334,NA,NA,NA
447,4,High,No,Spores,31,40,14,97,239,127,12,4,0,0,2.505154639,1.666666667,33.99,151.17,162.19432,1666.763344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.43388850666,34882.2431486616,36087.6770371682,0.507306889352818,0.0334029227557411,0.110091743119266,16,463,109,479,High No Spores,10.4937067297345,10.4597331864098,7.09459485456338,5.01840503136062,3.52606636370802,117.18,4.76371121411664,0.775153800357214,5.08879512257247,7.41863890746582,NA,NA,NA
448,4,High,Mix,No,32,40,14,1308,857,830,0,0,0,0,0.96875,NA,2.11,3.08,24.76947408,1133.4447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,225642.156004841,225642.156004841,0.286143572621035,0,0,0,2995,1308,2995,High Mix No,12.3267056428731,12.3267056428731,4.3220061323236,1.12492959698548,0.746687947487975,0.97,-0.0304592074847083,0.314935064935065,3.20961201114022,7.03301668181437,NA,NA,NA
449,1,Low,Mix,Spores,1,43,15,5,25,30,4,6,1,0,0.666666667,0,3.21,8.49,11.98377241,818.2532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.735798348331,4520.37708189999,5349.11288024832,0.436619718309859,0.154929577464789,0.444444444444444,11,60,9,71,Low Mix Spores,8.58468600936492,8.4163506945457,6.71990140512197,2.13888900032326,1.16627093714192,5.28,1.66392609771817,0.621908127208481,2.48355343543966,6.70717182415885,NA,NA,NA
450,1,High,Mix,No,2,43,15,915,738,377,0,0,0,0,0.8125,NA,1.43,1.86,21.80727131,1371.8156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,152939.424604283,152939.424604283,0.363546798029557,0,0,0,2030,915,2030,High Mix No,11.9377972043594,11.9377972043594,4.3220061323236,0.62057648772511,0.357674444271816,0.43,-0.843970070294529,0.231182795698925,3.08224346051111,7.22389039692067,NA,NA,NA
452,1,High,No,No,4,43,15,63,194,217,0,0,0,0,0.096774194,NA,1.04,1.48,25.75822151,1466.0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,35710.9789470099,35710.9789470099,0.409282700421941,0,0,0,474,63,474,High No No,10.4832134540187,10.4832134540187,4.3220061323236,0.392042087776024,0.0392207131532813,0.44,-0.82098055206983,0.297297297297297,3.24875385809186,7.29029533810525,NA,NA,NA
453,1,Low,Mix,No,5,43,15,94,232,248,0,0,0,0,0.032258065,NA,2.25,5.8,8.266287445,794.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,43244.9407501765,43244.9407501765,0.40418118466899,0,0,0,574,94,574,Low Mix No,10.6746355286432,10.6746355286432,4.3220061323236,1.75785791755237,0.810930216216329,3.55,1.26694760348732,0.612068965517241,2.11218548986189,6.67709807071221,NA,NA,NA
454,1,High,Mix,Spores,6,43,15,37,87,102,25,7,1,0,1.162162162,0.25,2.79,4,20.90932808,1321.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486.20739504499,17026.7536751566,19512.9610702016,0.362934362934363,0.127413127413127,0.403225806451613,33,226,62,259,High Mix Spores,9.87883419402314,9.74254113159589,7.81851369379008,1.38629436111989,1.02604159583327,1.21,0.19062035960865,0.3025,3.04019537901702,7.18658478281924,NA,NA,NA
455,1,Low,No,No,7,43,15,359,618,179,0,0,0,0,0.135135135,NA,1.38,2.09,13.94128864,878.8572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,87092.5984446064,87092.5984446064,0.534602076124567,0,0,0,1156,359,1156,Low No No,11.3747271815559,11.3747271815559,4.3220061323236,0.73716406597672,0.322083499169113,0.71,-0.342490308946776,0.339712918660287,2.63485484295372,6.77862242714967,NA,NA,NA
456,1,High,No,Spores,8,43,15,3,72,60,7,22,2,0,1.666666667,0.142857143,2.18,3.1,21.80727131,1390.6532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335.52815898166,10170.848434275,12506.3765932566,0.566265060240964,0.186746987951807,0.7,31,135,10,166,High No Spores,9.43399392068014,9.22728091076203,7.75599333680875,1.1314021114911,0.779324876800998,0.92,-0.0833816089390511,0.296774193548387,3.08224346051111,7.23752884380068,NA,NA,NA
458,2,Low,No,Spores,10,43,15,85,55,74,13,0,1,0,1.547619048,0.538461538,61.54,256.57,102.4066554,2121.9086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.75465244333,16122.6782587766,17177.4329112199,0.241228070175439,0.0614035087719298,0.13265306122449,14,214,98,228,Low No Spores,9.75135176127804,9.68798214734545,6.96106346193886,5.5474015318626,4.1196873698939,195.03,5.27315339288449,0.76014343064271,4.62895170463401,7.66007124567323,NA,NA,NA
459,2,High,Mix,Spores,11,43,15,1191,135,157,96,33,13,1,1.282608696,0.65625,14.55,55.61,50.91859074,1447.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10698.2257604966,111728.653540961,122426.879301458,0.103384615384615,0.0873846153846154,0.0745920745920746,142,1483,1287,1625,High Mix Spores,11.7152692270874,11.6238284744615,9.27783318992486,4.01836304119947,2.6775909936175,41.06,3.71503441159079,0.738356410717497,3.93022809734393,7.27736244016221,NA,NA,NA
460,2,Low,Mix,No,12,43,15,23,4,1,0,0,0,0,0.739130435,NA,8.21,17.44,18.08978635,715.2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,2109.50930488666,2109.50930488666,0.142857142857143,0,0,0,28,23,28,Low Mix No,7.6542106424988,7.6542106424988,4.3220061323236,2.85876641848083,2.10535292346434,9.23,2.22245904851476,0.529243119266055,2.89534748894498,6.57259913592972,NA,NA,NA
461,2,High,No,Spores,13,43,15,18,167,233,8,18,7,0,0.5,0,2.1,3.6,22.95663864,1491.1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2486.20739504499,31491.9603372366,33978.1677322816,0.41019955654102,0.0731707317073171,0.307692307692308,33,418,26,451,High No Spores,10.4334734718263,10.3574875648484,7.81851369379008,1.28093384546206,0.741937344729377,1.5,0.405465108108164,0.416666666666667,3.13360716003687,7.30728306267825,NA,NA,NA
463,2,High,Mix,No,15,43,15,754,568,25,0,0,0,0,2.125,NA,5.95,18.22,19.328948,797.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,101482.465488655,101482.465488655,0.421677802524128,0,0,0,1347,754,1347,High Mix No,11.527641308734,11.527641308734,4.3220061323236,2.90251989183181,1.78339121955754,12.27,2.50715725872282,0.673435784851811,2.96160386856284,6.68099268683254,NA,NA,NA
464,2,Low,Mix,Spores,16,43,15,51,96,72,15,24,21,0,0.784313725,0.733333333,18.31,132.16,43.66320946,1415.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4520.37708189999,16499.3763489349,21019.7534308349,0.43010752688172,0.21505376344086,0.227272727272727,60,219,66,279,Low Mix Spores,9.95321791414496,9.7110778621401,8.4163506945457,4.88401330977267,2.90744735868642,113.85,4.73488179250975,0.861455811138015,3.77650585872696,7.25542883168205,NA,NA,NA
465,3,Low,No,No,17,43,15,132,36,75,0,0,0,0,1.92,NA,16.36,83.65,55.06708845,1396.9607,1.27,0.037623869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,18307.5271816949,18307.5271816949,0.148148148148148,0,0,0,243,132,243,Low No No,9.81506757566415,9.81506757566415,4.3220061323236,4.42664142743283,2.7948393311746,67.29,4.20901163720023,0.804423191870891,4.00855223189307,7.24205422715045,NA,NA,NA
466,3,High,No,Spores,18,43,15,60,137,183,16,11,0,0,0.24137931,0,12.59,87.81,60.99351375,1672.8206,1.432,0.020044395,1.354,0.02130206,NA,NA,NA,NA,NA,NA,NA,NA,NA,2034.16968685499,28629.0548520332,30663.2245388882,0.363636363636364,0.0663390663390663,0.210526315789474,27,380,76,407,High No Spores,10.3308193177662,10.262177385044,7.61784299832793,4.4751753893719,2.53290284805626,75.22,4.32041715304219,0.856622252590821,4.11076752655245,7.42226646272057,NA,NA,NA
467,3,Low,Mix,No,19,43,15,430,106,98,0,0,0,3,0.757575758,NA,15.61,106.92,85.48940498,1179.56,1.338,0.025897233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,47765.3178320765,47765.3178320765,0.167192429022082,0,0,0,634,430,634,Low Mix No,10.7740550867608,10.7740550867608,4.3220061323236,4.67208089127072,2.74791173452734,91.31,4.51426031062825,0.854002992891882,4.44839244990163,7.07289676656624,NA,NA,NA
470,3,High,No,No,22,43,15,461,598,327,0,0,0,1,0.094339623,NA,46.5,191.3,245.5018129,3073.260984,1.358,0.034826554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,104420.71059189,104420.71059189,0.431457431457431,0,0,0,1386,461,1386,High No No,11.5561833120734,11.5561833120734,4.3220061323236,5.25384287644621,3.83945231259331,144.8,4.97535347995162,0.756926293779404,5.5033043317287,8.0304944866076,NA,NA,NA
471,3,Low,Mix,Spores,23,43,15,7,3,6,0,0,0,0,1.142857143,NA,69.03,539.36,252.499762,4094.9198,1.211428571,0.013702376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,1205.43388850666,1205.43388850666,0.1875,0,0,0,16,7,16,Low Mix Spores,7.09459485456338,7.09459485456338,4.3220061323236,6.29038325148575,4.23454119271538,470.33,6.15343457598737,0.872014980717888,5.53141030614071,8.3175024112358,NA,NA,NA
472,3,High,Mix,No,24,43,15,6,20,17,0,0,0,0,0,NA,35.1,165.07,104.8131432,1410.1365,1.292,0.030724583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,3239.60357536166,3239.60357536166,0.465116279069767,0,0,0,43,6,43,High Mix No,8.08320624801716,8.08320624801716,4.3220061323236,5.10636962635945,3.55820113047182,129.97,4.8673036545935,0.787362936935845,4.65217917623723,7.25144178719721,NA,NA,NA
473,4,Low,No,Spores,25,43,15,3,36,33,0,2,0,1,0.333333333,NA,4.9,19.44,12.24775558,836.4344,1.413333333,0.056960025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.679236063333,5424.45249827998,5575.13173434331,0.513513513513513,0.027027027027027,0,2,72,3,74,Low No Spores,8.62607122552777,8.59867225133966,5.01515331288354,2.96733279903229,1.58923520511658,14.54,2.67690347210537,0.747942386831276,2.50534270224509,6.7291480953553,NA,NA,NA
474,4,High,No,No,26,43,15,94,377,342,0,0,0,0,0.111111111,NA,2.64,12.86,37.71689319,1462.116359,1.394,0.02171533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,61251.1094597448,61251.1094597448,0.463714637146371,0,0,0,813,94,813,High No No,11.0227372418714,11.0227372418714,4.3220061323236,2.55412171880947,0.970778917158225,10.22,2.32434658477556,0.794712286158631,3.63010808931474,7.28764022606198,NA,NA,NA
